source,target,interaction_freq,last_interaction
3437,3681,479,2023-05-17 00:00:00
3437,3898,410,2023-08-02 00:00:00
3437,3755,336,2023-05-12 00:00:00
3437,3520,224,2023-08-20 00:00:00
3437,3901,274,2023-01-22 00:00:00
3437,3631,1,2023-01-01 00:00:00
3437,3654,264,2023-03-05 00:00:00
3437,3445,418,2023-01-27 00:00:00
3437,3936,1,2023-12-14 00:00:00
3437,3689,434,2023-01-24 00:00:00
3437,3632,184,2023-04-30 00:00:00
3437,3678,202,2023-05-19 00:00:00
3437,3904,306,2023-02-18 00:00:00
3437,3880,383,2023-04-09 00:00:00
3437,3548,151,2023-08-13 00:00:00
3437,3922,51,2023-01-19 00:00:00
3437,3588,293,2023-12-16 00:00:00
3437,3765,26,2023-12-21 00:00:00
3437,3928,320,2023-06-06 00:00:00
3437,3961,270,2023-08-22 00:00:00
3437,3744,290,2023-09-03 00:00:00
3437,567,454,2023-02-03 00:00:00
3437,3806,266,2023-01-23 00:00:00
3437,3447,410,2023-02-11 00:00:00
3437,3694,483,2023-11-26 00:00:00
3437,3444,313,2023-06-24 00:00:00
3437,3733,347,2023-12-26 00:00:00
3437,3704,274,2023-01-12 00:00:00
3437,698,234,2023-01-01 00:00:00
3437,3932,390,2023-02-11 00:00:00
3437,3539,429,2023-06-17 00:00:00
3437,3746,424,2023-06-16 00:00:00
3437,3846,245,2023-01-03 00:00:00
3437,3717,385,2023-10-02 00:00:00
3437,3946,492,2023-03-30 00:00:00
3437,3770,122,2023-01-22 00:00:00
3437,3575,421,2023-11-14 00:00:00
3437,3619,469,2023-07-31 00:00:00
3437,3839,445,2023-04-11 00:00:00
3437,3606,352,2023-03-17 00:00:00
3437,3673,68,2023-01-10 00:00:00
3437,3816,80,2023-05-14 00:00:00
3437,3854,197,2023-11-01 00:00:00
3437,3781,334,2023-08-05 00:00:00
3437,3952,75,2023-03-11 00:00:00
3437,3939,394,2023-02-13 00:00:00
3437,3732,372,2023-05-19 00:00:00
3437,3439,435,2023-07-04 00:00:00
3437,3637,413,2023-01-04 00:00:00
3437,3477,484,2023-05-25 00:00:00
3437,3879,411,2023-03-14 00:00:00
3437,3808,216,2023-09-21 00:00:00
3437,3589,336,2023-03-29 00:00:00
3437,3699,169,2023-01-08 00:00:00
3437,3653,264,2023-07-30 00:00:00
3437,3686,226,2023-03-06 00:00:00
348,436,210,2023-05-23 00:00:00
348,428,390,2023-03-22 00:00:00
348,450,23,2023-09-18 00:00:00
348,531,416,2023-09-22 00:00:00
348,538,457,2023-06-22 00:00:00
348,404,489,2023-03-17 00:00:00
348,565,450,2023-08-02 00:00:00
348,412,80,2023-11-10 00:00:00
348,471,255,2023-07-30 00:00:00
348,461,108,2023-11-10 00:00:00
348,544,287,2023-06-06 00:00:00
348,414,469,2023-11-30 00:00:00
348,465,452,2023-12-26 00:00:00
348,546,466,2023-11-25 00:00:00
348,547,133,2023-08-15 00:00:00
348,475,152,2023-08-31 00:00:00
348,446,470,2023-05-02 00:00:00
348,536,115,2023-09-30 00:00:00
348,398,285,2023-08-15 00:00:00
348,367,133,2023-02-26 00:00:00
348,452,237,2023-10-24 00:00:00
348,560,222,2023-09-23 00:00:00
348,493,136,2023-02-23 00:00:00
348,361,280,2023-08-01 00:00:00
348,359,397,2023-07-10 00:00:00
348,402,452,2023-03-13 00:00:00
348,520,157,2023-02-08 00:00:00
348,567,485,2023-05-29 00:00:00
348,542,202,2023-08-27 00:00:00
348,510,480,2023-11-26 00:00:00
348,521,407,2023-07-18 00:00:00
348,559,265,2023-03-14 00:00:00
348,557,136,2023-02-13 00:00:00
348,376,192,2023-06-14 00:00:00
348,555,145,2023-11-10 00:00:00
348,500,40,2023-11-21 00:00:00
348,469,265,2023-11-03 00:00:00
348,516,280,2023-07-12 00:00:00
348,378,298,2023-06-24 00:00:00
348,482,76,2023-01-05 00:00:00
348,418,164,2023-12-08 00:00:00
348,506,194,2023-04-28 00:00:00
348,514,427,2023-11-14 00:00:00
348,545,494,2023-07-31 00:00:00
348,525,59,2023-04-18 00:00:00
348,484,151,2023-02-26 00:00:00
348,492,178,2023-08-05 00:00:00
348,479,340,2023-10-09 00:00:00
348,373,140,2023-03-03 00:00:00
348,483,130,2023-12-31 00:00:00
348,173,333,2023-10-13 00:00:00
348,549,298,2023-08-22 00:00:00
348,460,465,2023-01-25 00:00:00
348,517,135,2023-02-18 00:00:00
348,395,470,2023-04-30 00:00:00
348,370,206,2023-09-09 00:00:00
348,396,262,2023-04-26 00:00:00
348,416,416,2023-12-01 00:00:00
348,368,373,2023-05-23 00:00:00
348,503,272,2023-02-12 00:00:00
348,423,99,2023-09-22 00:00:00
348,457,201,2023-07-29 00:00:00
348,477,433,2023-05-10 00:00:00
348,524,315,2023-06-04 00:00:00
348,364,352,2023-01-27 00:00:00
348,441,142,2023-05-15 00:00:00
348,400,335,2023-11-29 00:00:00
348,548,188,2023-03-26 00:00:00
348,515,240,2023-10-13 00:00:00
348,434,151,2023-04-19 00:00:00
348,496,398,2023-11-22 00:00:00
348,382,444,2023-05-23 00:00:00
348,474,24,2023-06-12 00:00:00
348,451,358,2023-03-14 00:00:00
348,409,182,2023-12-26 00:00:00
348,526,187,2023-06-24 00:00:00
348,363,7,2023-07-16 00:00:00
348,371,483,2023-07-03 00:00:00
348,420,49,2023-09-07 00:00:00
348,432,228,2023-12-28 00:00:00
348,448,426,2023-09-17 00:00:00
348,563,306,2023-06-27 00:00:00
348,508,478,2023-06-30 00:00:00
348,440,494,2023-08-10 00:00:00
348,444,11,2023-04-06 00:00:00
348,523,104,2023-03-14 00:00:00
348,561,356,2023-04-03 00:00:00
348,365,198,2023-05-24 00:00:00
348,507,300,2023-07-03 00:00:00
348,397,449,2023-05-12 00:00:00
348,439,168,2023-09-30 00:00:00
348,497,363,2023-03-19 00:00:00
348,513,321,2023-01-24 00:00:00
348,387,259,2023-09-22 00:00:00
348,408,65,2023-07-08 00:00:00
348,512,13,2023-02-01 00:00:00
348,394,399,2023-11-04 00:00:00
348,419,399,2023-01-21 00:00:00
348,527,98,2023-03-11 00:00:00
348,443,487,2023-10-12 00:00:00
348,453,185,2023-02-06 00:00:00
348,403,138,2023-11-22 00:00:00
348,504,278,2023-08-10 00:00:00
348,422,366,2023-07-07 00:00:00
348,413,395,2023-11-23 00:00:00
348,495,387,2023-03-27 00:00:00
348,553,77,2023-02-18 00:00:00
348,458,97,2023-04-22 00:00:00
348,426,122,2023-07-30 00:00:00
348,540,96,2023-06-21 00:00:00
348,470,389,2023-05-31 00:00:00
348,519,365,2023-08-14 00:00:00
348,511,476,2023-06-24 00:00:00
348,556,415,2023-01-09 00:00:00
348,558,254,2023-08-30 00:00:00
348,372,396,2023-01-23 00:00:00
348,392,358,2023-09-09 00:00:00
348,445,393,2023-08-04 00:00:00
348,417,283,2023-08-31 00:00:00
348,566,117,2023-12-07 00:00:00
348,353,130,2023-03-22 00:00:00
348,490,455,2023-04-07 00:00:00
348,464,254,2023-04-05 00:00:00
348,552,278,2023-05-30 00:00:00
348,488,387,2023-01-25 00:00:00
348,374,460,2023-07-29 00:00:00
348,476,82,2023-06-11 00:00:00
348,533,227,2023-02-18 00:00:00
348,355,284,2023-07-23 00:00:00
348,463,138,2023-02-19 00:00:00
348,388,97,2023-02-11 00:00:00
348,438,100,2023-02-12 00:00:00
348,442,82,2023-01-08 00:00:00
348,375,22,2023-11-18 00:00:00
348,491,88,2023-02-12 00:00:00
348,354,490,2023-02-12 00:00:00
348,543,275,2023-12-19 00:00:00
348,456,275,2023-11-09 00:00:00
348,455,398,2023-05-31 00:00:00
348,366,460,2023-08-30 00:00:00
348,467,140,2023-08-17 00:00:00
348,572,368,2023-08-28 00:00:00
348,539,142,2023-10-11 00:00:00
348,424,164,2023-02-23 00:00:00
348,537,111,2023-04-16 00:00:00
348,391,300,2023-11-26 00:00:00
348,425,369,2023-12-17 00:00:00
348,360,198,2023-05-15 00:00:00
348,421,383,2023-03-24 00:00:00
348,430,289,2023-01-09 00:00:00
348,427,172,2023-07-23 00:00:00
348,407,256,2023-07-17 00:00:00
348,357,159,2023-10-26 00:00:00
348,568,234,2023-08-06 00:00:00
348,405,385,2023-10-02 00:00:00
348,473,163,2023-01-05 00:00:00
348,431,416,2023-02-18 00:00:00
348,350,210,2023-06-29 00:00:00
348,369,357,2023-05-17 00:00:00
348,466,368,2023-11-04 00:00:00
348,429,252,2023-08-24 00:00:00
348,551,322,2023-10-04 00:00:00
348,381,150,2023-11-30 00:00:00
348,410,327,2023-09-28 00:00:00
348,486,62,2023-10-31 00:00:00
348,459,8,2023-04-10 00:00:00
348,487,477,2023-09-23 00:00:00
348,569,186,2023-12-16 00:00:00
348,494,178,2023-09-01 00:00:00
348,481,106,2023-03-30 00:00:00
348,502,244,2023-03-12 00:00:00
348,570,411,2023-01-27 00:00:00
348,362,250,2023-11-22 00:00:00
348,198,220,2023-10-12 00:00:00
348,399,45,2023-11-11 00:00:00
348,352,44,2023-06-21 00:00:00
348,489,346,2023-10-15 00:00:00
348,389,316,2023-09-30 00:00:00
348,501,50,2023-04-27 00:00:00
348,564,7,2023-02-28 00:00:00
348,454,123,2023-07-24 00:00:00
348,351,144,2023-11-23 00:00:00
348,435,133,2023-02-06 00:00:00
348,437,5,2023-12-06 00:00:00
348,528,240,2023-05-27 00:00:00
348,518,91,2023-06-21 00:00:00
348,380,244,2023-10-30 00:00:00
348,390,181,2023-02-10 00:00:00
348,462,276,2023-04-24 00:00:00
348,532,62,2023-04-08 00:00:00
348,498,91,2023-03-12 00:00:00
348,509,290,2023-09-17 00:00:00
348,554,222,2023-12-28 00:00:00
348,449,30,2023-03-16 00:00:00
348,541,44,2023-03-18 00:00:00
348,415,134,2023-04-27 00:00:00
348,571,195,2023-01-15 00:00:00
348,480,77,2023-05-28 00:00:00
348,468,391,2023-05-20 00:00:00
348,406,102,2023-02-14 00:00:00
348,505,32,2023-02-01 00:00:00
348,433,87,2023-09-27 00:00:00
348,478,285,2023-11-25 00:00:00
348,349,118,2023-07-13 00:00:00
348,535,54,2023-06-29 00:00:00
348,385,114,2023-10-24 00:00:00
348,534,413,2023-10-12 00:00:00
348,562,152,2023-04-22 00:00:00
348,529,374,2023-12-26 00:00:00
348,522,133,2023-04-20 00:00:00
348,485,65,2023-02-07 00:00:00
348,34,323,2023-12-19 00:00:00
348,356,344,2023-11-30 00:00:00
348,411,65,2023-05-27 00:00:00
348,384,450,2023-04-26 00:00:00
348,393,189,2023-04-29 00:00:00
348,530,255,2023-06-23 00:00:00
348,472,52,2023-07-21 00:00:00
348,386,233,2023-04-19 00:00:00
348,499,1,2023-01-25 00:00:00
348,379,391,2023-01-30 00:00:00
348,401,202,2023-07-04 00:00:00
348,377,16,2023-05-04 00:00:00
348,383,343,2023-11-26 00:00:00
3980,4038,113,2023-09-12 00:00:00
3980,4014,101,2023-02-12 00:00:00
3980,4032,104,2023-10-27 00:00:00
3980,4027,337,2023-08-18 00:00:00
3980,4019,284,2023-08-24 00:00:00
3980,4026,417,2023-06-09 00:00:00
3980,4023,335,2023-08-28 00:00:00
3980,4003,294,2023-11-14 00:00:00
3980,4018,40,2023-09-07 00:00:00
3980,3997,391,2023-07-20 00:00:00
3980,4031,137,2023-11-08 00:00:00
3980,4021,304,2023-11-22 00:00:00
3980,3998,231,2023-10-24 00:00:00
3980,4013,114,2023-12-31 00:00:00
3980,4004,108,2023-07-09 00:00:00
3980,4030,281,2023-03-24 00:00:00
3980,3988,204,2023-12-09 00:00:00
3980,3982,453,2023-02-05 00:00:00
3980,4002,29,2023-08-27 00:00:00
3980,4037,409,2023-12-03 00:00:00
3980,4020,213,2023-11-07 00:00:00
3980,3995,257,2023-08-29 00:00:00
3980,3993,133,2023-10-14 00:00:00
3980,3986,191,2023-03-18 00:00:00
3980,4017,309,2023-09-25 00:00:00
3980,3983,429,2023-02-12 00:00:00
3980,3994,335,2023-06-30 00:00:00
3980,3999,367,2023-12-22 00:00:00
3980,4005,360,2023-05-11 00:00:00
3980,4009,361,2023-05-16 00:00:00
3980,3991,489,2023-09-27 00:00:00
3980,3989,437,2023-10-17 00:00:00
3980,4011,334,2023-02-05 00:00:00
3980,3992,92,2023-02-10 00:00:00
3980,3981,48,2023-11-14 00:00:00
3980,4000,318,2023-09-15 00:00:00
3980,3985,319,2023-10-05 00:00:00
3980,594,172,2023-07-06 00:00:00
3980,3996,471,2023-02-25 00:00:00
3980,4029,297,2023-10-12 00:00:00
3980,4001,406,2023-04-19 00:00:00
3980,4025,224,2023-06-06 00:00:00
3980,4016,468,2023-12-17 00:00:00
3980,4034,185,2023-06-29 00:00:00
3980,3990,173,2023-09-09 00:00:00
3980,4036,85,2023-04-18 00:00:00
3980,4033,130,2023-01-19 00:00:00
3980,4007,396,2023-03-17 00:00:00
3980,4028,391,2023-06-07 00:00:00
3980,4012,73,2023-05-09 00:00:00
3980,3987,22,2023-10-01 00:00:00
3980,4006,199,2023-04-27 00:00:00
414,650,426,2023-06-08 00:00:00
414,647,447,2023-09-08 00:00:00
414,461,50,2023-07-27 00:00:00
414,544,304,2023-08-26 00:00:00
414,614,362,2023-03-30 00:00:00
414,515,451,2023-12-23 00:00:00
414,363,13,2023-02-28 00:00:00
414,436,151,2023-07-28 00:00:00
414,428,483,2023-10-26 00:00:00
414,400,491,2023-02-14 00:00:00
414,591,329,2023-09-29 00:00:00
414,636,422,2023-07-02 00:00:00
414,630,136,2023-04-14 00:00:00
414,500,190,2023-12-14 00:00:00
414,524,11,2023-09-01 00:00:00
414,553,118,2023-11-13 00:00:00
414,561,323,2023-04-23 00:00:00
414,651,220,2023-07-10 00:00:00
414,597,357,2023-06-05 00:00:00
414,619,50,2023-03-16 00:00:00
414,664,9,2023-06-19 00:00:00
414,666,264,2023-06-09 00:00:00
414,606,193,2023-12-08 00:00:00
414,438,134,2023-08-24 00:00:00
414,370,234,2023-10-30 00:00:00
414,556,404,2023-08-10 00:00:00
414,373,322,2023-02-06 00:00:00
414,665,247,2023-08-10 00:00:00
414,583,156,2023-06-27 00:00:00
414,633,138,2023-10-01 00:00:00
414,680,441,2023-10-11 00:00:00
414,434,81,2023-07-07 00:00:00
414,566,380,2023-06-08 00:00:00
414,604,126,2023-08-24 00:00:00
414,683,265,2023-04-07 00:00:00
414,609,276,2023-03-27 00:00:00
414,376,470,2023-11-30 00:00:00
414,475,321,2023-01-06 00:00:00
414,465,353,2023-08-07 00:00:00
414,580,465,2023-09-01 00:00:00
414,632,274,2023-05-05 00:00:00
414,483,216,2023-08-01 00:00:00
414,579,293,2023-11-07 00:00:00
414,643,178,2023-04-29 00:00:00
414,681,384,2023-04-12 00:00:00
414,577,130,2023-12-29 00:00:00
414,578,76,2023-08-24 00:00:00
414,395,132,2023-06-06 00:00:00
414,663,227,2023-10-30 00:00:00
414,596,182,2023-07-27 00:00:00
414,676,239,2023-08-08 00:00:00
414,635,279,2023-08-16 00:00:00
414,671,146,2023-11-12 00:00:00
414,492,385,2023-05-08 00:00:00
414,567,406,2023-06-04 00:00:00
414,542,63,2023-10-17 00:00:00
414,637,470,2023-03-01 00:00:00
414,684,427,2023-05-31 00:00:00
414,627,31,2023-08-22 00:00:00
414,422,248,2023-04-18 00:00:00
414,412,275,2023-10-15 00:00:00
414,558,63,2023-03-09 00:00:00
414,589,475,2023-12-31 00:00:00
414,685,496,2023-08-23 00:00:00
414,575,33,2023-11-25 00:00:00
414,623,403,2023-02-19 00:00:00
414,625,184,2023-08-01 00:00:00
414,646,4,2023-07-31 00:00:00
414,654,150,2023-03-15 00:00:00
414,611,27,2023-12-22 00:00:00
414,431,478,2023-07-02 00:00:00
414,600,432,2023-10-20 00:00:00
414,582,224,2023-08-24 00:00:00
414,559,480,2023-06-12 00:00:00
414,378,410,2023-04-08 00:00:00
414,612,296,2023-04-01 00:00:00
414,644,406,2023-10-01 00:00:00
414,588,463,2023-09-03 00:00:00
414,599,464,2023-06-20 00:00:00
414,662,372,2023-06-01 00:00:00
414,645,435,2023-12-31 00:00:00
414,513,143,2023-12-03 00:00:00
414,617,177,2023-01-05 00:00:00
414,678,31,2023-06-04 00:00:00
414,640,100,2023-01-12 00:00:00
414,394,476,2023-02-06 00:00:00
414,592,361,2023-10-02 00:00:00
414,603,182,2023-12-17 00:00:00
414,514,258,2023-12-26 00:00:00
414,615,89,2023-06-29 00:00:00
414,620,195,2023-11-29 00:00:00
414,506,435,2023-07-13 00:00:00
414,423,90,2023-08-31 00:00:00
414,601,325,2023-05-06 00:00:00
414,669,222,2023-03-13 00:00:00
414,628,12,2023-07-28 00:00:00
414,480,90,2023-08-10 00:00:00
414,629,58,2023-04-21 00:00:00
414,391,399,2023-05-07 00:00:00
414,563,34,2023-08-21 00:00:00
414,634,204,2023-07-25 00:00:00
414,590,235,2023-06-28 00:00:00
414,618,56,2023-02-08 00:00:00
414,587,34,2023-07-25 00:00:00
414,173,64,2023-06-12 00:00:00
414,496,217,2023-08-17 00:00:00
414,641,223,2023-10-22 00:00:00
414,661,33,2023-10-03 00:00:00
414,670,307,2023-10-22 00:00:00
414,649,245,2023-09-18 00:00:00
414,672,37,2023-03-10 00:00:00
414,573,229,2023-03-06 00:00:00
414,605,297,2023-02-20 00:00:00
414,653,108,2023-01-15 00:00:00
414,655,90,2023-02-03 00:00:00
414,374,362,2023-07-18 00:00:00
414,626,304,2023-12-09 00:00:00
414,677,174,2023-10-29 00:00:00
414,427,142,2023-02-23 00:00:00
414,616,40,2023-11-21 00:00:00
414,595,367,2023-06-02 00:00:00
414,584,370,2023-08-09 00:00:00
414,598,275,2023-07-02 00:00:00
414,658,63,2023-05-11 00:00:00
414,675,392,2023-01-03 00:00:00
414,576,336,2023-07-01 00:00:00
414,594,189,2023-01-07 00:00:00
414,622,455,2023-12-15 00:00:00
414,659,104,2023-01-07 00:00:00
414,631,241,2023-03-29 00:00:00
414,586,342,2023-10-13 00:00:00
414,682,151,2023-09-20 00:00:00
414,656,323,2023-10-15 00:00:00
414,610,439,2023-07-24 00:00:00
414,34,100,2023-01-05 00:00:00
414,593,38,2023-01-21 00:00:00
414,639,23,2023-11-23 00:00:00
414,657,112,2023-12-29 00:00:00
414,621,219,2023-11-15 00:00:00
414,673,377,2023-09-10 00:00:00
414,652,223,2023-12-25 00:00:00
414,574,199,2023-12-31 00:00:00
414,660,355,2023-04-24 00:00:00
414,648,343,2023-07-04 00:00:00
414,679,494,2023-12-11 00:00:00
414,667,287,2023-08-14 00:00:00
414,642,410,2023-10-11 00:00:00
414,581,230,2023-11-03 00:00:00
686,827,472,2023-07-30 00:00:00
686,819,487,2023-01-27 00:00:00
686,830,467,2023-10-07 00:00:00
686,826,236,2023-04-17 00:00:00
686,828,352,2023-12-01 00:00:00
686,752,189,2023-05-15 00:00:00
686,756,35,2023-08-14 00:00:00
686,694,177,2023-10-02 00:00:00
686,728,184,2023-05-31 00:00:00
686,821,30,2023-12-03 00:00:00
686,701,389,2023-07-20 00:00:00
686,724,160,2023-02-23 00:00:00
686,708,496,2023-04-29 00:00:00
686,842,162,2023-07-30 00:00:00
686,719,426,2023-11-21 00:00:00
686,713,379,2023-06-20 00:00:00
686,764,84,2023-07-17 00:00:00
686,783,228,2023-04-15 00:00:00
686,831,358,2023-03-09 00:00:00
686,820,147,2023-01-09 00:00:00
686,829,499,2023-04-17 00:00:00
686,696,296,2023-07-29 00:00:00
686,697,318,2023-09-16 00:00:00
686,849,437,2023-06-15 00:00:00
686,840,107,2023-09-03 00:00:00
686,803,234,2023-01-09 00:00:00
686,774,136,2023-05-19 00:00:00
686,810,153,2023-12-05 00:00:00
686,710,357,2023-01-09 00:00:00
686,823,360,2023-06-29 00:00:00
686,835,478,2023-03-15 00:00:00
686,779,229,2023-07-25 00:00:00
686,747,214,2023-11-13 00:00:00
686,739,96,2023-10-04 00:00:00
686,787,209,2023-01-30 00:00:00
686,748,93,2023-06-13 00:00:00
686,722,332,2023-05-07 00:00:00
686,688,481,2023-11-08 00:00:00
686,844,420,2023-09-02 00:00:00
686,698,144,2023-05-11 00:00:00
686,768,39,2023-07-14 00:00:00
686,733,378,2023-07-30 00:00:00
686,853,73,2023-03-17 00:00:00
686,789,497,2023-10-06 00:00:00
686,702,249,2023-06-10 00:00:00
686,755,27,2023-03-13 00:00:00
686,809,383,2023-01-10 00:00:00
686,834,467,2023-09-30 00:00:00
686,732,69,2023-05-24 00:00:00
686,715,280,2023-05-01 00:00:00
686,805,302,2023-07-10 00:00:00
686,761,350,2023-01-13 00:00:00
686,703,400,2023-07-06 00:00:00
686,792,484,2023-11-14 00:00:00
686,818,12,2023-08-29 00:00:00
686,769,300,2023-10-07 00:00:00
686,707,404,2023-01-20 00:00:00
686,767,474,2023-03-25 00:00:00
686,759,59,2023-06-05 00:00:00
686,705,326,2023-06-06 00:00:00
686,766,410,2023-10-01 00:00:00
686,718,226,2023-05-01 00:00:00
686,797,496,2023-06-04 00:00:00
686,798,157,2023-05-19 00:00:00
686,856,482,2023-02-15 00:00:00
686,687,288,2023-04-10 00:00:00
686,745,341,2023-02-15 00:00:00
686,778,400,2023-07-09 00:00:00
686,848,88,2023-05-28 00:00:00
686,814,470,2023-03-03 00:00:00
686,726,236,2023-01-03 00:00:00
686,811,66,2023-09-06 00:00:00
686,736,209,2023-07-13 00:00:00
686,847,480,2023-02-26 00:00:00
686,746,58,2023-06-18 00:00:00
686,742,459,2023-10-26 00:00:00
686,717,489,2023-08-11 00:00:00
686,852,105,2023-06-12 00:00:00
686,720,478,2023-07-29 00:00:00
686,734,185,2023-04-13 00:00:00
686,723,301,2023-11-25 00:00:00
686,838,478,2023-08-17 00:00:00
686,754,242,2023-07-14 00:00:00
686,816,485,2023-12-24 00:00:00
686,833,458,2023-06-19 00:00:00
686,727,211,2023-06-15 00:00:00
686,824,499,2023-08-20 00:00:00
686,737,199,2023-01-28 00:00:00
686,822,362,2023-12-31 00:00:00
686,791,99,2023-06-25 00:00:00
686,845,392,2023-02-25 00:00:00
686,800,453,2023-07-20 00:00:00
686,837,81,2023-05-25 00:00:00
686,794,456,2023-07-01 00:00:00
686,806,156,2023-05-19 00:00:00
686,706,104,2023-07-12 00:00:00
686,731,495,2023-10-06 00:00:00
686,807,231,2023-04-26 00:00:00
686,784,341,2023-11-08 00:00:00
686,780,149,2023-12-16 00:00:00
686,781,38,2023-10-31 00:00:00
686,793,157,2023-05-18 00:00:00
686,758,259,2023-07-25 00:00:00
686,843,354,2023-10-19 00:00:00
686,815,228,2023-02-13 00:00:00
686,741,199,2023-10-24 00:00:00
686,695,198,2023-10-30 00:00:00
686,795,397,2023-07-07 00:00:00
686,751,72,2023-08-31 00:00:00
686,812,467,2023-04-08 00:00:00
686,735,467,2023-10-28 00:00:00
686,693,479,2023-03-07 00:00:00
686,777,382,2023-12-06 00:00:00
686,770,178,2023-10-05 00:00:00
686,743,42,2023-02-02 00:00:00
686,782,61,2023-10-20 00:00:00
686,757,99,2023-08-31 00:00:00
686,775,144,2023-04-25 00:00:00
686,790,451,2023-02-25 00:00:00
686,799,427,2023-04-05 00:00:00
686,730,458,2023-08-08 00:00:00
686,760,396,2023-09-10 00:00:00
686,725,480,2023-03-16 00:00:00
686,776,199,2023-05-18 00:00:00
686,738,439,2023-09-05 00:00:00
686,753,165,2023-11-11 00:00:00
686,721,211,2023-04-11 00:00:00
686,796,332,2023-06-10 00:00:00
686,839,7,2023-08-17 00:00:00
686,813,140,2023-02-23 00:00:00
686,772,113,2023-11-09 00:00:00
686,716,418,2023-01-26 00:00:00
686,690,231,2023-12-07 00:00:00
686,712,359,2023-04-30 00:00:00
686,773,209,2023-05-26 00:00:00
686,771,142,2023-11-26 00:00:00
686,836,96,2023-08-05 00:00:00
686,786,166,2023-06-24 00:00:00
686,729,341,2023-01-03 00:00:00
686,855,485,2023-10-11 00:00:00
686,711,192,2023-12-28 00:00:00
686,763,100,2023-02-12 00:00:00
686,804,317,2023-05-27 00:00:00
686,846,238,2023-03-09 00:00:00
686,817,333,2023-09-06 00:00:00
686,765,188,2023-08-31 00:00:00
686,808,192,2023-01-21 00:00:00
686,762,271,2023-11-13 00:00:00
686,700,178,2023-11-15 00:00:00
686,699,351,2023-09-23 00:00:00
686,788,471,2023-06-12 00:00:00
686,832,273,2023-09-27 00:00:00
686,704,468,2023-11-14 00:00:00
686,740,184,2023-05-10 00:00:00
686,749,337,2023-12-25 00:00:00
686,802,284,2023-11-21 00:00:00
686,854,166,2023-08-09 00:00:00
686,714,13,2023-09-10 00:00:00
686,689,378,2023-06-08 00:00:00
686,850,241,2023-04-25 00:00:00
686,709,404,2023-10-15 00:00:00
686,841,476,2023-04-18 00:00:00
686,691,51,2023-12-21 00:00:00
686,825,47,2023-07-07 00:00:00
686,851,226,2023-05-02 00:00:00
686,785,72,2023-05-30 00:00:00
686,744,239,2023-11-21 00:00:00
686,750,4,2023-03-31 00:00:00
698,881,277,2023-05-16 00:00:00
698,858,109,2023-04-10 00:00:00
698,828,137,2023-08-11 00:00:00
698,697,94,2023-02-17 00:00:00
698,884,347,2023-05-30 00:00:00
698,864,448,2023-07-27 00:00:00
698,856,44,2023-10-11 00:00:00
698,869,48,2023-03-13 00:00:00
698,889,320,2023-08-26 00:00:00
698,872,447,2023-08-24 00:00:00
698,873,225,2023-08-09 00:00:00
698,719,343,2023-04-26 00:00:00
698,713,147,2023-10-07 00:00:00
698,861,117,2023-03-27 00:00:00
698,863,351,2023-10-10 00:00:00
698,840,479,2023-09-27 00:00:00
698,803,315,2023-09-14 00:00:00
698,745,468,2023-02-03 00:00:00
698,805,459,2023-10-11 00:00:00
698,865,98,2023-10-19 00:00:00
698,857,93,2023-02-05 00:00:00
698,874,287,2023-06-21 00:00:00
698,708,414,2023-10-18 00:00:00
698,823,165,2023-02-04 00:00:00
698,885,403,2023-02-24 00:00:00
698,870,79,2023-05-18 00:00:00
698,871,114,2023-09-02 00:00:00
698,888,278,2023-06-11 00:00:00
698,825,61,2023-09-17 00:00:00
698,774,53,2023-10-10 00:00:00
698,729,33,2023-01-05 00:00:00
698,769,403,2023-01-13 00:00:00
698,800,267,2023-02-05 00:00:00
698,819,322,2023-01-22 00:00:00
698,859,256,2023-03-02 00:00:00
698,876,374,2023-12-05 00:00:00
698,887,230,2023-08-14 00:00:00
698,895,77,2023-12-15 00:00:00
698,890,464,2023-08-18 00:00:00
698,810,321,2023-07-10 00:00:00
698,879,24,2023-11-18 00:00:00
698,753,27,2023-05-13 00:00:00
698,830,146,2023-11-08 00:00:00
698,747,350,2023-01-17 00:00:00
698,776,18,2023-06-05 00:00:00
698,772,418,2023-12-11 00:00:00
698,804,452,2023-10-10 00:00:00
698,886,400,2023-01-12 00:00:00
698,893,320,2023-07-04 00:00:00
698,811,32,2023-11-09 00:00:00
698,867,38,2023-08-17 00:00:00
698,868,28,2023-04-25 00:00:00
698,878,101,2023-02-21 00:00:00
698,877,89,2023-06-13 00:00:00
698,882,472,2023-10-10 00:00:00
698,894,165,2023-08-18 00:00:00
698,866,84,2023-03-24 00:00:00
698,880,414,2023-08-16 00:00:00
698,703,159,2023-11-02 00:00:00
698,798,335,2023-07-04 00:00:00
698,862,112,2023-10-29 00:00:00
10000,10002,680,2023-08-15 00:00:00
10000,10010,362,2023-04-08 00:00:00
10000,10013,356,2023-09-13 00:00:00
10000,10020,69,2023-08-08 00:00:00
10000,10042,103,2023-09-01 00:00:00
10000,10045,29,2023-11-09 00:00:00
10000,10068,700,2023-05-26 00:00:00
10000,10090,285,2023-03-23 00:00:00
10000,10127,194,2023-09-07 00:00:00
10000,10132,708,2023-02-05 00:00:00
10000,10137,354,2023-06-17 00:00:00
10000,10166,442,2023-06-19 00:00:00
10000,10177,688,2023-01-29 00:00:00
10000,10208,675,2023-04-26 00:00:00
