user_id,age,occupation,gender,age_normalized,occupation_公务员,occupation_其他,occupation_医生,occupation_商人,occupation_学生,occupation_工程师,occupation_教师,occupation_自由职业者,occupation_设计师
1823,59,自由职业者,女,0.8723404255319148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1824,19,工程师,女,0.021276595744680826,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1825,20,作家,男,0.04255319148936171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1826,40,医生,男,0.46808510638297873,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1827,29,公务员,男,0.23404255319148937,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1828,37,学生,女,0.4042553191489362,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1829,22,作家,女,0.08510638297872342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1830,54,设计师,男,0.7659574468085105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1831,55,自由职业者,男,0.7872340425531915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1832,47,商人,男,0.6170212765957447,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1833,26,学生,女,0.17021276595744683,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1834,51,学生,男,0.702127659574468,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1835,61,公务员,女,0.9148936170212766,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1836,52,其他,女,0.723404255319149,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1837,39,设计师,女,0.44680851063829785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1838,61,其他,男,0.9148936170212766,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839,41,商人,女,0.4893617021276595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1840,34,学生,男,0.34042553191489355,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1841,27,设计师,男,0.1914893617021276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1842,47,设计师,男,0.6170212765957447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1843,63,教师,男,0.9574468085106383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1844,40,自由职业者,女,0.46808510638297873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1845,49,学生,女,0.6595744680851064,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
517,34,学生,女,0.34042553191489355,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1846,34,设计师,女,0.34042553191489355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1847,31,其他,男,0.276595744680851,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1848,26,学生,男,0.17021276595744683,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1849,57,设计师,男,0.8297872340425531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1850,19,学生,男,0.021276595744680826,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1851,62,设计师,女,0.9361702127659574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1852,42,教师,男,0.5106382978723404,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1853,56,自由职业者,女,0.8085106382978723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1854,26,设计师,男,0.17021276595744683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1855,39,学生,男,0.44680851063829785,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1856,60,商人,男,0.8936170212765958,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1857,63,自由职业者,男,0.9574468085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1858,21,教师,女,0.06382978723404253,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1859,43,设计师,女,0.5319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1860,46,商人,女,0.5957446808510638,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1861,62,设计师,女,0.9361702127659574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1862,51,其他,男,0.702127659574468,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1863,40,学生,男,0.46808510638297873,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1864,54,作家,女,0.7659574468085105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1865,28,公务员,女,0.21276595744680848,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1866,23,工程师,男,0.10638297872340424,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1867,35,其他,男,0.36170212765957444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1868,38,商人,女,0.42553191489361697,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1869,59,其他,女,0.8723404255319148,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1870,53,医生,女,0.7446808510638298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1871,58,设计师,男,0.851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1872,55,设计师,女,0.7872340425531915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1873,51,工程师,女,0.702127659574468,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1874,34,工程师,女,0.34042553191489355,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1875,54,医生,女,0.7659574468085105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1876,42,学生,女,0.5106382978723404,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1877,55,公务员,男,0.7872340425531915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878,29,作家,女,0.23404255319148937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1879,40,作家,男,0.46808510638297873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1880,59,教师,女,0.8723404255319148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1881,39,教师,女,0.44680851063829785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1882,38,学生,女,0.42553191489361697,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1883,44,教师,男,0.5531914893617021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1884,48,教师,男,0.6382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1885,23,医生,男,0.10638297872340424,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1886,44,医生,女,0.5531914893617021,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1887,57,教师,女,0.8297872340425531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1888,51,其他,男,0.702127659574468,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1889,29,自由职业者,男,0.23404255319148937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1890,62,自由职业者,女,0.9361702127659574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1891,24,学生,男,0.12765957446808507,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1892,27,作家,女,0.1914893617021276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1893,62,工程师,男,0.9361702127659574,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1894,34,学生,男,0.34042553191489355,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1895,43,教师,男,0.5319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1896,38,医生,女,0.42553191489361697,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1897,45,设计师,女,0.5744680851063829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
563,63,其他,男,0.9574468085106383,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898,19,商人,女,0.021276595744680826,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1899,60,医生,女,0.8936170212765958,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,18,自由职业者,女,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1901,53,医生,女,0.7446808510638298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,43,其他,男,0.5319148936170213,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1903,46,工程师,女,0.5957446808510638,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1904,38,教师,女,0.42553191489361697,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1905,28,设计师,男,0.21276595744680848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1906,57,自由职业者,女,0.8297872340425531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1907,28,自由职业者,女,0.21276595744680848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1908,53,公务员,女,0.7446808510638298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1909,56,作家,男,0.8085106382978723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,57,工程师,男,0.8297872340425531,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1911,52,自由职业者,女,0.723404255319149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2661,51,作家,女,0.702127659574468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2662,64,自由职业者,男,0.9787234042553191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2663,41,教师,男,0.4893617021276595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2664,39,作家,男,0.44680851063829785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2665,22,其他,女,0.08510638297872342,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2666,50,公务员,女,0.6808510638297872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2667,53,教师,男,0.7446808510638298,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2668,64,其他,女,0.9787234042553191,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2669,37,设计师,女,0.4042553191489362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2670,36,工程师,女,0.3829787234042553,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2671,52,工程师,女,0.723404255319149,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2672,60,商人,女,0.8936170212765958,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2673,34,商人,女,0.34042553191489355,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2674,62,作家,女,0.9361702127659574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2675,60,工程师,男,0.8936170212765958,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2676,51,作家,男,0.702127659574468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2677,26,商人,男,0.17021276595744683,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2678,43,设计师,男,0.5319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2679,19,自由职业者,男,0.021276595744680826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2680,26,其他,男,0.17021276595744683,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2681,26,医生,男,0.17021276595744683,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2682,57,作家,男,0.8297872340425531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2683,34,设计师,男,0.34042553191489355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2684,18,其他,女,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2685,42,工程师,女,0.5106382978723404,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2686,60,自由职业者,男,0.8936170212765958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2687,57,其他,女,0.8297872340425531,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2688,59,公务员,女,0.8723404255319148,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2689,42,商人,男,0.5106382978723404,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2690,56,其他,男,0.8085106382978723,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2691,52,医生,男,0.723404255319149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2692,20,设计师,女,0.04255319148936171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2693,54,自由职业者,女,0.7659574468085105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2694,61,教师,男,0.9148936170212766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2695,61,其他,女,0.9148936170212766,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2696,47,学生,女,0.6170212765957447,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2697,55,医生,女,0.7872340425531915,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2698,51,医生,男,0.702127659574468,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2699,29,学生,女,0.23404255319148937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2700,36,公务员,女,0.3829787234042553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2701,54,教师,女,0.7659574468085105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2702,61,商人,女,0.9148936170212766,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2703,34,设计师,女,0.34042553191489355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2704,27,自由职业者,女,0.1914893617021276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2705,64,设计师,女,0.9787234042553191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2706,29,教师,男,0.23404255319148937,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2707,33,设计师,男,0.3191489361702128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2708,41,学生,女,0.4893617021276595,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2709,36,医生,男,0.3829787234042553,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2710,25,设计师,女,0.14893617021276595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2711,48,作家,女,0.6382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2712,38,其他,女,0.42553191489361697,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2713,34,教师,男,0.34042553191489355,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2714,40,公务员,女,0.46808510638297873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2715,54,作家,女,0.7659574468085105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2716,33,学生,男,0.3191489361702128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2717,23,工程师,男,0.10638297872340424,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2718,25,学生,女,0.14893617021276595,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2719,42,公务员,男,0.5106382978723404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2720,35,公务员,男,0.36170212765957444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2721,42,作家,女,0.5106382978723404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2722,29,其他,女,0.23404255319148937,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2723,32,教师,女,0.2978723404255319,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2724,43,商人,男,0.5319148936170213,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2725,58,医生,男,0.851063829787234,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2726,62,作家,男,0.9361702127659574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2727,43,公务员,女,0.5319148936170213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2728,64,工程师,男,0.9787234042553191,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2729,49,自由职业者,男,0.6595744680851064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2730,27,公务员,女,0.1914893617021276,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2731,33,其他,女,0.3191489361702128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2732,24,其他,女,0.12765957446808507,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2733,34,公务员,男,0.34042553191489355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2734,40,其他,女,0.46808510638297873,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2735,43,作家,男,0.5319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2736,38,公务员,男,0.42553191489361697,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2737,39,公务员,女,0.44680851063829785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2738,24,教师,女,0.12765957446808507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2739,31,医生,女,0.276595744680851,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2740,32,工程师,女,0.2978723404255319,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2741,24,其他,女,0.12765957446808507,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2742,26,教师,男,0.17021276595744683,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2743,25,商人,男,0.14893617021276595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2744,40,商人,男,0.46808510638297873,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2745,46,设计师,女,0.5957446808510638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2746,35,作家,男,0.36170212765957444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2747,48,作家,女,0.6382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2748,47,学生,女,0.6170212765957447,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2749,56,工程师,男,0.8085106382978723,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2750,52,公务员,男,0.723404255319149,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2751,35,其他,女,0.36170212765957444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2752,59,工程师,男,0.8723404255319148,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2753,56,设计师,女,0.8085106382978723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2754,34,学生,男,0.34042553191489355,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2755,31,教师,男,0.276595744680851,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2756,48,工程师,男,0.6382978723404255,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2757,41,教师,男,0.4893617021276595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2758,52,商人,男,0.723404255319149,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2759,61,其他,女,0.9148936170212766,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2760,62,设计师,男,0.9361702127659574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2761,51,公务员,男,0.702127659574468,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2762,20,其他,男,0.04255319148936171,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2763,54,医生,女,0.7659574468085105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2764,60,作家,女,0.8936170212765958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2765,57,设计师,女,0.8297872340425531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2766,43,工程师,女,0.5319148936170213,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2767,40,其他,女,0.46808510638297873,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2768,61,自由职业者,男,0.9148936170212766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2769,56,作家,男,0.8085106382978723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2770,32,作家,男,0.2978723404255319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2771,21,自由职业者,女,0.06382978723404253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2772,46,学生,女,0.5957446808510638,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2773,39,学生,男,0.44680851063829785,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2774,42,自由职业者,女,0.5106382978723404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2775,30,医生,女,0.25531914893617025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2776,35,商人,女,0.36170212765957444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2777,50,自由职业者,男,0.6808510638297872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2778,33,商人,男,0.3191489361702128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2779,62,其他,女,0.9361702127659574,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2780,59,医生,女,0.8723404255319148,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2781,61,设计师,女,0.9148936170212766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2782,19,商人,女,0.021276595744680826,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2783,52,作家,男,0.723404255319149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2784,59,其他,女,0.8723404255319148,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2785,51,作家,男,0.702127659574468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2786,47,医生,男,0.6170212765957447,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2787,30,商人,男,0.25531914893617025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2788,30,教师,女,0.25531914893617025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2789,35,医生,男,0.36170212765957444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2790,49,医生,男,0.6595744680851064,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2791,49,教师,女,0.6595744680851064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2792,52,其他,女,0.723404255319149,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2793,56,商人,女,0.8085106382978723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2794,63,商人,男,0.9574468085106383,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2795,46,作家,女,0.5957446808510638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2796,46,医生,男,0.5957446808510638,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2797,61,医生,男,0.9148936170212766,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2798,33,公务员,女,0.3191489361702128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2799,61,设计师,男,0.9148936170212766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2800,64,医生,男,0.9787234042553191,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2801,27,工程师,男,0.1914893617021276,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2802,47,设计师,男,0.6170212765957447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2803,42,工程师,女,0.5106382978723404,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2804,56,商人,男,0.8085106382978723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2805,37,设计师,女,0.4042553191489362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2806,22,医生,男,0.08510638297872342,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2807,18,教师,男,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2808,47,作家,女,0.6170212765957447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2809,20,工程师,男,0.04255319148936171,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2810,62,设计师,男,0.9361702127659574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2811,31,医生,男,0.276595744680851,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2812,47,设计师,男,0.6170212765957447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2813,21,医生,男,0.06382978723404253,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2814,35,医生,男,0.36170212765957444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2815,54,医生,女,0.7659574468085105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2816,42,公务员,女,0.5106382978723404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2817,18,作家,女,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2818,63,教师,男,0.9574468085106383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2819,32,教师,男,0.2978723404255319,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2820,26,设计师,男,0.17021276595744683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
